mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,53,Bretagne,3845.0,2020-12-31,2697.0,2017-12-31,1148.0,43.0,,,,5172.0,46.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,53,Bretagne,99.55,2021-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,53,Bretagne,2630527.0,2021-10-31,2696803.0,2017-12-31,-66276.0,-2.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,53,Bretagne,479.0,2021-11-30,465.0,2017-11-30,14.0,3.0,,,,,,,atteintes aux personnes entre janvier et novembre
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,53,Bretagne,1451.0,2021-11-30,1772.0,2017-11-30,-321.0,-18.0,,,,,,,atteintes aux biens entre janvier et novembre
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,53,Bretagne,2173.0,2021-11-30,0.0,2020-05-31,2173.0,,569.0,282.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,53,Bretagne,111.0,2020-12-31,44.0,2017-12-31,67.0,152.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,53,Bretagne,17.0,2020-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,53,Bretagne,138.0,2020-12-31,177.0,2017-12-31,-39.0,-22.0,171.0,-19.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,53,Bretagne,6.0,2021-09-30,6.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,53,Bretagne,1336.0,2021-11-30,1355.0,2021-03-31,-19.0,-1.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,53,Bretagne,1381.0,2021-12-31,0.0,2020-09-30,1381.0,,434.0,218.0,2021-03-31,9482.0,15.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,53,Bretagne,34.15,2021-09-30,0.0,2018-12-31,34.0,,8.52,301.0,2020-09-30,40.0,85.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,53,Bretagne,61.22,2021-09-30,0.0,2019-03-31,61.0,,60.85,1.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,53,Bretagne,11.23,2021-09-30,0.0,2019-12-31,11.0,,10.53,7.0,2020-09-30,20.0,56.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,53,Bretagne,130.0,2021-06-30,86.0,2017-06-30,44.0,51.0,117.0,11.0,2020-06-30,126.0,100.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,53,Bretagne,12.0,2021-06-30,6.0,2017-12-31,6.0,100.0,,,,30.0,25.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,53,Bretagne,14871.0,2020-12-31,15015.0,2018-12-31,-144.0,-1.0,11058.0,34.0,2020-09-30,17774.0,0.0,2022-12-31,pères / conjoints dans l'année
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,53,Bretagne,50846.0,2021-11-30,0.0,2019-12-31,50846.0,,18250.0,179.0,2021-03-31,60958.0,83.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,53,Bretagne,1795.0,2020-12-31,1415.0,2017-12-31,380.0,27.0,1923.0,-7.0,2019-12-31,2200.0,48.0,2022-12-31,personnes dans l'année*
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,53,Bretagne,43.0,2021-09-30,18.0,2017-12-31,25.0,139.0,37.0,16.0,2020-09-30,,,,% de déploiement
Déployer une offre France Services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,53,Bretagne,89.0,2022-03-31,21.0,2020-01-31,68.0,324.0,32.0,178.0,2020-09-30,125.0,65.0,2022-12-31,labellisations
Déployer le Pass culture,Nombre d’utilisateurs du Pass culture,nb-utilisateurs-pass-culture,53,Bretagne,89565.0,2021-11-30,0.0,2019-01-31,89565.0,,49005.0,83.0,2020-10-31,76565.0,100.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,53,Bretagne,274.0,2021-12-31,0.0,2020-09-30,274.0,,,,,2440.0,11.0,2022-12-31,bénéficiaires
Plan de soutien aux petites lignes ferroviaires,Nombre de kilomètres de lignes rénovées,nb-km-lignes-regenerees,53,Bretagne,89.0,2021-11-30,0.0,2017-01-31,89.0,,,,,111.0,80.0,2022-12-31,kilomètres
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,53,Bretagne,1318.0,2021-11-30,0.0,2020-09-30,1318.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,53,Bretagne,4354.0,2021-12-31,0.0,2019-12-31,4354.0,,3121.0,40.0,2021-03-31,,,,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,53,Bretagne,4354.0,2021-12-31,0.0,2019-12-31,4354.0,,3121.0,40.0,2021-03-31,,,,logements rénovés
Renforcer les compétences de la nation - plan d'investissement dans les compétences,"Nombre d’entrées en formation pour les publics éloignés de l’emploi (jeunes, demandeurs d’emploi faiblement qualifiés, actifs en insertion, …)",nb-formation-pic,53,Bretagne,86635.0,2021-12-31,47100.0,2017-12-31,39535.0,84.0,,,,50200.0,100.0,2022-12-31,formations
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,53,Bretagne,548.0,2021-10-31,0.0,2019-03-31,548.0,,40.0,1270.0,2020-12-31,4269.0,13.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,53,Bretagne,3311.0,2021-09-30,0.0,2019-03-31,3311.0,,2715.0,22.0,2021-06-30,9778.0,34.0,2022-12-31,attestations
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,53,Bretagne,84.0,2021-12-31,51.0,2019-03-31,33.0,65.0,,,,90.0,85.0,2022-12-31,%
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,94,Corse,47.0,2021-09-30,44.0,2017-09-30,3.0,7.0,47.0,0.0,2020-09-30,48.0,75.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,94,Corse,3.0,2021-09-30,2.0,2017-09-30,1.0,50.0,2.0,50.0,2020-09-30,4.0,50.0,2022-09-30,classes
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,94,Corse,453.0,2021-12-31,459.0,2017-12-31,-6.0,-1.0,406.0,12.0,2020-12-31,580.0,0.0,2021-12-31,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,94,Corse,23.0,2021-11-30,0.0,2020-10-31,23.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,94,Corse,781.0,2021-12-31,0.0,2020-09-30,781.0,,296.0,164.0,2021-04-30,910.0,86.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,94,Corse,153.0,2021-12-31,0.0,2020-09-30,153.0,,111.0,38.0,2021-04-30,243.0,63.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,94,Corse,1501.0,2021-09-30,1423.0,2017-12-31,78.0,5.0,1925.0,-22.0,2020-12-31,1849.0,18.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,94,Corse,11989.0,2021-07-31,12023.0,2019-07-31,-34.0,-0.0,8828.0,36.0,2020-07-31,,,,Recrutements de jeunes
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,94,Corse,568.0,2021-09-30,392.0,2017-01-31,176.0,45.0,487.0,17.0,2021-02-28,823.0,41.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,94,Corse,103384.0,2021-12-31,0.0,2017-12-31,103384.0,,,,,134528.0,77.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,94,Corse,54.0,2021-09-30,19.0,2017-12-31,35.0,184.0,18.0,200.0,2020-09-30,70.0,69.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,94,Corse,7226.0,2021-12-31,0.0,2018-01-31,7226.0,,3301.0,119.0,2020-09-30,7771.0,93.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,94,Corse,292.0,2021-11-30,48.0,2019-09-30,244.0,508.0,,,,518.0,52.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,94,Corse,320000.0,2021-06-30,0.0,2017-06-30,320000.0,,320000.0,0.0,2020-06-30,320000.0,100.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,94,Corse,18.1,2020-12-31,10.6,2017-12-31,8.0,71.0,14.8,22.0,2019-12-31,15.0,100.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,94,Corse,670.0,2020-12-31,398.0,2017-12-31,272.0,68.0,,,,834.0,62.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,94,Corse,94.94,2021-12-31,0.0,2017-12-31,95.0,,,,,99.0,96.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,94,Corse,724515.0,2021-10-31,526289.0,2017-12-31,198226.0,38.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,94,Corse,51.0,2021-11-30,21.0,2017-11-30,30.0,143.0,,,,,,,atteintes aux personnes entre janvier et novembre
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,94,Corse,101.0,2021-11-30,70.0,2017-11-30,31.0,44.0,,,,,,,atteintes aux biens entre janvier et novembre
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,94,Corse,155.0,2021-11-30,0.0,2020-05-31,155.0,,44.0,252.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,94,Corse,5.0,2020-09-30,0.0,2017-06-30,5.0,,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,94,Corse,6.0,2020-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,94,Corse,17.0,2020-12-31,30.0,2017-12-31,-13.0,-43.0,30.0,-43.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,94,Corse,9.0,2021-09-30,9.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,94,Corse,302.0,2021-11-30,282.0,2021-09-30,20.0,7.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,94,Corse,176.0,2021-12-31,0.0,2020-09-30,176.0,,13.0,1254.0,2021-03-31,946.0,19.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,94,Corse,56.1,2021-09-30,0.0,2018-12-31,56.0,,29.41,91.0,2020-09-30,40.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,94,Corse,65.52,2021-09-30,0.0,2019-03-31,66.0,,61.34,7.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,94,Corse,19.87,2021-09-30,0.0,2019-12-31,20.0,,17.21,15.0,2020-09-30,20.0,99.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,94,Corse,6.0,2021-06-30,4.0,2017-06-30,2.0,50.0,6.0,0.0,2020-06-30,7.0,67.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,94,Corse,0.0,2021-06-30,0.0,2017-12-31,0.0,,,,,3.0,0.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,94,Corse,939.0,2020-12-31,941.0,2018-12-31,-2.0,-0.0,687.0,37.0,2020-09-30,1242.0,0.0,2022-12-31,pères / conjoints dans l'année
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,94,Corse,1283.0,2021-11-30,0.0,2019-12-31,1283.0,,503.0,155.0,2021-03-31,1860.0,69.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,94,Corse,114.0,2020-12-31,95.0,2017-12-31,19.0,20.0,79.0,44.0,2019-12-31,132.0,51.0,2022-12-31,personnes dans l'année*
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,94,Corse,47.0,2021-09-30,16.0,2017-12-31,31.0,194.0,32.0,47.0,2020-09-30,,,,% de déploiement
Déployer une offre France Services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,94,Corse,27.0,2022-03-31,4.0,2020-01-31,23.0,575.0,14.0,93.0,2020-09-30,34.0,77.0,2022-12-31,labellisations
Déployer le Pass culture,Nombre d’utilisateurs du Pass culture,nb-utilisateurs-pass-culture,94,Corse,1324.0,2021-11-30,0.0,2019-01-31,1324.0,,,,,5991.0,22.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,94,Corse,59.0,2021-12-31,0.0,2020-09-30,59.0,,,,,480.0,12.0,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,94,Corse,118.0,2021-11-30,0.0,2020-09-30,118.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,94,Corse,808.0,2021-12-31,0.0,2019-12-31,808.0,,665.0,22.0,2021-03-31,,,,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,94,Corse,808.0,2021-12-31,0.0,2019-12-31,808.0,,665.0,22.0,2021-03-31,,,,logements rénovés
Renforcer les compétences de la nation - plan d'investissement dans les compétences,"Nombre d’entrées en formation pour les publics éloignés de l’emploi (jeunes, demandeurs d’emploi faiblement qualifiés, actifs en insertion, …)",nb-formation-pic,94,Corse,6184.0,2021-12-31,3300.0,2017-12-31,2884.0,87.0,,,,5200.0,100.0,2022-12-31,formations
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,94,Corse,0.0,2021-10-31,0.0,2019-03-31,0.0,,,,,343.0,0.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,94,Corse,148.0,2021-09-30,0.0,2019-03-31,148.0,,148.0,0.0,2021-06-30,783.0,19.0,2022-12-31,attestations
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,94,Corse,94.0,2021-12-31,0.0,2019-03-31,94.0,,,,,90.0,100.0,2022-12-31,%
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,52,Pays de la Loire,460.0,2021-09-30,427.0,2017-09-30,33.0,8.0,443.0,4.0,2020-09-30,469.0,79.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,52,Pays de la Loire,14.0,2021-09-30,5.0,2017-09-30,9.0,180.0,8.0,75.0,2020-09-30,18.0,69.0,2022-09-30,classes
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,52,Pays de la Loire,6418.0,2021-12-31,5879.0,2017-12-31,539.0,9.0,6504.0,-1.0,2020-12-31,9651.0,14.0,2021-12-31,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,52,Pays de la Loire,1095.0,2021-11-30,0.0,2020-10-31,1095.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,52,Pays de la Loire,6941.0,2021-12-31,0.0,2020-09-30,6941.0,,1785.0,289.0,2021-04-30,4891.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,52,Pays de la Loire,1129.0,2021-12-31,0.0,2020-09-30,1129.0,,500.0,126.0,2021-04-30,1242.0,91.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,52,Pays de la Loire,39303.0,2021-09-30,19742.0,2017-12-31,19561.0,99.0,33040.0,19.0,2020-12-31,33253.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,52,Pays de la Loire,129441.0,2021-07-31,123168.0,2019-07-31,6273.0,5.0,115528.0,12.0,2020-07-31,,,,Recrutements de jeunes
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,52,Pays de la Loire,10112.0,2021-09-30,8646.0,2017-01-31,1466.0,17.0,8468.0,19.0,2021-02-28,13783.0,29.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,52,Pays de la Loire,1382853.0,2021-12-31,0.0,2017-12-31,1382853.0,,,,,1720047.0,80.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,52,Pays de la Loire,4701.0,2021-09-30,3359.0,2017-12-31,1342.0,40.0,4292.0,10.0,2020-09-30,4840.0,91.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,52,Pays de la Loire,93510.0,2021-12-31,0.0,2018-01-31,93510.0,,67396.0,39.0,2020-09-30,85389.0,100.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,52,Pays de la Loire,2345.0,2021-11-30,1461.0,2019-09-30,884.0,61.0,,,,5693.0,21.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,52,Pays de la Loire,3460000.0,2021-06-30,1270000.0,2017-06-30,2190000.0,172.0,2950000.0,17.0,2020-06-30,3730000.0,89.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,52,Pays de la Loire,11.7,2020-12-31,8.2,2017-12-31,4.0,43.0,10.3,14.0,2019-12-31,15.0,51.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,52,Pays de la Loire,4814.0,2020-12-31,2953.0,2017-12-31,1861.0,63.0,,,,5985.0,61.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,52,Pays de la Loire,99.72,2021-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,52,Pays de la Loire,3281160.0,2021-10-31,2894031.0,2017-12-31,387129.0,13.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,52,Pays de la Loire,793.0,2021-11-30,752.0,2017-11-30,41.0,5.0,,,,,,,atteintes aux personnes entre janvier et novembre
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,52,Pays de la Loire,2724.0,2021-11-30,2765.0,2017-11-30,-41.0,-1.0,,,,,,,atteintes aux biens entre janvier et novembre
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,52,Pays de la Loire,1555.0,2021-11-30,0.0,2020-05-31,1555.0,,399.0,290.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,52,Pays de la Loire,97.0,2020-12-31,28.0,2017-12-31,69.0,246.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,52,Pays de la Loire,439.0,2020-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,52,Pays de la Loire,160.0,2020-12-31,215.0,2017-12-31,-55.0,-26.0,195.0,-18.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,52,Pays de la Loire,11.0,2021-09-30,11.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,52,Pays de la Loire,1291.0,2021-11-30,980.0,2021-03-31,311.0,32.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,52,Pays de la Loire,2824.0,2021-12-31,0.0,2020-09-30,2824.0,,291.0,870.0,2021-03-31,11151.0,25.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,52,Pays de la Loire,32.25,2021-09-30,0.0,2018-12-31,32.0,,11.3,185.0,2020-09-30,40.0,81.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,52,Pays de la Loire,62.42,2021-09-30,0.0,2019-03-31,62.0,,60.73,3.0,2020-09-30,45.0,100.0,2022-12-31,%
